F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,ID,Timestamp,Label
0.1869468129474139,0.09691992714579856,0.6015761773304787,0.3607278842079672,0.7912102560845378,0.30648613920991297,0.7371685430051925,0.5524543885070441,0.17849047848114097,0.8321329804775668,0.6952644769166842,0.5009167873994109,0.9165690702575853,0.8009177781564795,0.02715958591230494,0.182648206411674,0.8325814791012093,0.7608278869111986,0.38349561878327354,0.656459298835346,0.5860026513168033,0.5280806164495242,0.51698505655507,0.06266858455216384,0.5949222069019515,0.24335896585599825,0.4812703424345227,0.044909369584058445,0.5024648385784418,0.11361363230543498,0.8213407298530636,0.5155010663770518,0.8510798126317176,0.3622089832686355,0.8197945939235075,0.6112348130936414,0.9693382816587306,0.35507899626986483,0.8798695011869249,0.6427821120007627,0.1000573440713104,0.48911874785507037,0.3859389984080307,0.8479599644872569,0.0728279756966379,0.8311386333816583,0.2613558729323875,0.4524708022569619,0.9720267237261982,0.8613594440185524,0.3099374552908669,0.6239919053428593,0.9969797348406262,0.9818279627269969,0.7893485281431782,0.253591493813492,0.1863283010042306,0.06372843140932438,0.20264091438275156,0.28510820388102265,0.14619030883213624,0.9468038069136434,0.7055440874881544,0.799821712016072,0.5482300827124207,0.7514570990875801,0.36175747032920047,0.17839072286770774,0.9057551888886898,0.9378171460885892,0.14148768057293137,0.8341304784482201,0.21210913529002717,0.7572657251776898,0.28754196761799256,0,2023-01-01,Attack
0.029507354628946825,0.43949686264993193,0.7952240087505307,0.3749067716957033,0.69722253957774,0.0010835239006599107,0.022490530086652027,0.34605302896986323,0.3770331656436515,0.6410370403510488,0.11550002758740219,0.4527185388526018,0.9498473190158923,0.5025879289903951,0.20197309596148028,0.5066044879445571,0.8770745739575055,0.10636743962083317,0.41038178182872354,0.09356258487116642,0.9829637488315299,0.19537262999625282,0.7586676125892959,0.3404692062217263,0.3563688755112038,0.3419953075691913,0.8776692641374514,0.6186533388328748,0.8842290194416149,0.7137485404301724,0.5772988491269168,0.12095283154175962,0.7572257821852677,0.27261120823292095,0.25378876787382854,0.7688684686078218,0.9111519493499065,0.8394468641883595,0.24877300689050375,0.6616958697901983,0.5888093011433686,0.12304182717818968,0.9907909197718233,0.3870059371034543,0.5363440562834823,0.8646147663035451,0.1250334345186257,0.9876628370118486,0.21282981166281634,0.8904902029791455,0.4085610344449474,0.6993558858517472,0.17399244833079353,0.4276079859907671,0.0349581113202464,0.5421355906210618,0.32097581683173193,0.5362028433640159,0.01421359610509465,0.3765411569131397,0.8600442110057192,0.04788792630981975,0.9234805821978177,0.057963921587078415,0.2634854756889592,0.27417422444396555,0.4856235745152041,0.5134963574083281,0.23691602012268054,0.8219426669427549,0.8950652419643009,0.5819516444221139,0.8533709921870672,0.3422973558434942,0.6360829319669326,1,2023-01-01,Attack
0.40615712243108937,0.7504546315375437,0.2948937381288741,0.24492623704185412,0.275371619431386,0.1691430366486395,0.8402547003935987,0.34511162903436554,0.18725815487006692,0.6225247466859445,0.12161128134274912,0.8782472926622316,0.6372037040675712,0.9401898182060007,0.7344877195001659,0.8803373135579958,0.4613335070614364,0.7475562825959405,0.21001293425803025,0.7661365774821783,0.8749560058576424,0.6765627435862531,0.5275741049500488,0.26371865068485534,0.40154198785242035,0.9077704771084699,0.31486083770802686,0.7370246369428621,0.3567272632746489,0.5531649941530156,0.9716159845130978,0.21018784693372572,0.32770865145857864,0.14709947852335226,0.2971075596329724,0.7246651617519243,0.8921245516296693,0.46339604078981256,0.999250142457049,0.1713170868078261,0.41255771003796204,0.44650289893236816,0.7178573199834726,0.04098954251070053,0.5605559099741151,0.1775683045908788,0.7303816897198493,0.6709764851385331,0.9438879566556135,0.24428244242281338,0.6431556848317239,0.34414938951376794,0.7975173569218146,0.9944614369060771,0.7419740517658566,0.8955952272185441,0.932332801041763,0.9835419514431741,0.7045811467023348,0.5901693513358671,0.3616817647941045,0.30179933542006454,0.07486691408047308,0.612708173068279,0.9048409261857642,0.5323335767420427,0.45466800721440537,0.8647458396381128,0.6683410725483032,0.014560411161282594,0.7392879834743805,0.4023059421115298,0.5870937802924644,0.25389735051490603,0.7769318028031766,2,2023-01-01,Attack
0.06626804553117016,0.7959622038587488,0.25134474621361735,0.5804934070221476,0.8328983636240173,0.8588042492340571,0.11992972906845645,0.5012290303272843,0.23874983535681937,0.16218261790806943,0.4375083796460085,0.8713492787447822,0.9435613003892938,0.5526288141546724,0.37459631164123197,0.506278517251105,0.3032186895370502,0.9147352463659421,0.5299843869184824,0.7938084611154582,0.26274560261281754,0.18000877847173602,0.35236170291936364,0.3574820561575831,0.37522314730864004,0.9958717949481217,0.08114078444136319,0.12591849160833912,0.05807115749504099,0.7033276909758347,0.8586230814118873,0.35350569607115034,0.24824530326508254,0.4094584825524812,0.21577542697648455,0.4471266398244158,0.4201942592846384,0.9279422421791177,0.5221045951911989,0.9094706477970251,0.5025942142490771,0.5939397738353235,0.4378635316157853,0.5417922206730945,0.17526954508955017,0.2442595176554625,0.7542244254226612,0.8768051953381037,0.8301276493008932,0.1002669237602144,0.6206962287818079,0.12991390192362506,0.6303974559874189,0.046224344578955634,0.536758069739461,0.4005752100760396,0.9044664980820873,0.3353436873638337,0.051143782872905774,0.14761616417350243,0.8348224867277858,0.45483434964005864,0.6562290326343414,0.9675009621047976,0.5894781753441518,0.5602357964774842,0.9366789262481099,0.9919960993191788,0.6804334495952138,0.6448212749291279,0.48043866073447417,0.1534460958147058,0.18635660034051615,0.33671065390732646,0.6485886001278498,3,2023-01-01,Attack
0.34991094064139605,0.8164432126994529,0.2352715306967491,0.8562227036130886,0.3224529017684168,0.47951557302642445,0.9307114388314187,0.48869208678667997,0.6909340618428922,0.6229350301396471,0.3535956012516027,0.6040483143903674,0.19602639970624636,0.533564405383824,0.6414485796545161,0.8643831924927059,0.6166426844762746,0.4262310475420801,0.14179685923990482,0.21646457719413215,0.3073447521914624,0.5698309030705218,0.24939281503768962,0.8067971017558982,0.9820402805006033,0.7929534627038224,0.027315907951653173,0.7174566874504661,0.5244444113639837,0.1956342206122461,0.07008270060540811,0.882782168109233,0.628503466335087,0.6634680196103081,0.5468326125306799,0.7959652832226305,0.5662887045744002,0.9780657633297838,0.008984754382530546,0.23415074228779664,0.8319055921449067,0.6232890595054599,0.6828625657124359,0.6695013453599169,0.906849276938515,0.6964458554391153,0.25185194526430976,0.11586077577796372,0.1933583255981549,0.11813132252974345,0.9025633768645569,0.6335974024361982,0.5815142097995399,0.46182619095071076,0.6107198421710599,0.1938847624077772,0.4938147860066632,0.6224824626719319,0.776936378003921,0.27231308046619973,0.6977726763699066,0.20109056414740578,0.6067654385981478,0.44974557517217173,0.3756053750811892,0.03237863045896083,0.3657409399818584,0.34507935985008265,0.9626165904546192,0.4839476539620242,0.9593379990004597,0.8827649819675762,0.780957525339609,0.7228056300866397,0.26237587088943226,4,2023-01-01,Normal
0.8563387082461594,0.750817612623772,0.9640281420828357,0.24211879475532272,0.34603666321106785,0.4469499181438471,0.14095380462975482,0.03879723865807716,0.6911134325866949,0.29467274493380013,0.46079282601148863,0.3417851081690184,0.16759478451352028,0.9873352918310884,0.4016256275968022,0.3139267088024962,0.998262926573739,0.30619670005186905,0.34649819979389396,0.5001640469970051,0.5543559289545832,0.7111310580723013,0.6048411322540895,0.3253819515586217,0.10013070724563433,0.7266888531076062,0.26966702560212863,0.4700316431010798,0.763811484409576,0.4138938821127024,0.6437869265337729,0.811821843504219,0.35480538247770976,0.5495937015619977,0.3955963200309609,0.9796408696649751,0.6957087320946334,0.9425328252915881,0.6169933627599291,0.3697757187253835,0.017778498943243126,0.6299163730162697,0.9757324817286676,0.5897628620415091,0.23942291752938027,0.6084983070133881,0.5769353963315772,0.8686455968433545,0.781833697587334,0.2207036188379451,0.9550504050802917,0.5354399657163593,0.935921941674203,0.5966657998807079,0.9652275841609507,0.9133198720671214,0.7719438768036695,0.45620097178711605,0.30778038156595244,0.4570225075463541,0.6341551761820885,0.857966283624138,0.8311014357194269,0.3847144634702131,0.4557013235172521,0.7469253585772782,0.3577067335407923,0.7014542317346704,0.7448397213813107,0.7539792949550996,0.41944485761963657,0.8382159253937892,0.3472375878080515,0.30570238210634204,0.47843999697520945,5,2023-01-01,Normal
0.25639543440497237,0.510264262629286,0.9800951038635762,0.8355451870079044,0.8314716927834229,0.8581656913096117,0.7039346082510394,0.37501032292226255,0.8460975344539037,0.6175054920391493,0.8164122012112802,0.20233637140861482,0.9388274200120229,0.38427922496853206,0.12169401071383024,0.6012108131954366,0.6830840026613217,0.8354414034254327,0.09854194856666743,0.8655609869994066,0.8923699866771253,0.6747289227664633,0.31255465623756873,0.7840014053287059,0.41387734260970077,0.766861132793063,0.09698601371566284,0.8794907818965321,0.6204479522614132,0.5611006797272349,0.38235560833828874,0.4723439162433709,0.7247549430812295,0.9325946537295313,0.10879106656618542,0.24765379066492033,0.20504562220101807,0.22385981629092044,0.3435539449195736,0.5040791943082037,0.05625267655536592,0.7443511821842548,0.5501303873232841,0.236885208714404,0.7068264241372161,0.9211802943708742,0.4445195617147871,0.1245536889844241,0.5309718300710324,0.05346122051090163,0.43018471878923903,0.2769720730403873,0.0430122942553508,0.8714159939503536,0.6759237822194317,0.16513216169001044,0.15367358217186422,0.3199462897129428,0.2989479530578387,0.3275614139314251,0.7509954203759737,0.03458794187520231,0.0014117018163263273,0.29322989590299553,0.6286042831487499,0.496123766222744,0.8639881322004208,0.27214176264362355,0.1591001263352516,0.9114413284322179,0.6001341238666845,0.1128443597890999,0.9935531347418589,0.06290995125888477,0.1298543385709272,6,2023-01-01,Attack
0.6612656020344951,0.6741243465522198,0.6945844909066478,0.4867795069209,0.9747775935539041,0.6033084761329527,0.17399015389651495,0.6957378189647451,0.4282164017535409,0.7792915677558474,0.9414552431479276,0.5423800061030847,0.38535845033464167,0.44903468778701683,0.6727597318632649,0.3249825124683178,0.9150435904108806,0.10854263697267863,0.08407737694930395,0.9593871333203563,0.022148656559239477,0.1041101133891773,0.9257031232741633,0.45962787343071776,0.5881532601685581,0.3750725038608036,0.7737198413881458,0.3971970706283874,0.1450385615746037,0.2764674088414588,0.9447807574599515,0.8474513306531449,0.3499647537300039,0.22786180317957927,0.897588180070016,0.26186676562468914,0.3037028440961268,0.1312062422696748,0.35478539345142146,0.03248046728660392,0.42700601958773465,0.821159472096278,0.07612689046283616,0.7048668257710914,0.7715849013051483,0.8188845151925622,0.7527572213208068,0.6061853814289297,0.4044767445570492,0.027902723561174625,0.5936667597739196,0.46383093958361343,0.8744734449803898,0.6086492625120924,0.5819260312817552,0.461291417745484,0.9103337678255184,0.09498429802502473,0.6184861519587275,0.01852170207792747,0.8656598893790691,0.8218660643522997,0.889440389958922,0.03051549012501842,0.02063705199293242,0.13685733385239773,0.1866990550570462,0.8268538020471232,0.46283526648329365,0.768846239549,0.676969656204067,0.24798835152658727,0.248917609967519,0.14251859092812535,0.287106494462108,7,2023-01-01,Attack
0.055696236420394896,0.141600773274981,0.6716074643157881,0.7098430375317135,0.6664089957689535,0.8092835673998114,0.46174866075918963,0.8484411242579625,0.5571335804450811,0.25995456454421306,0.7323278416847657,0.6862475787812049,0.724426720389872,0.9685845102391383,0.3061153290576226,0.7803251808032418,0.2855657538791484,0.565805586708333,0.3774587757608079,0.28776475671690893,0.4685304332516267,0.4048672524394398,0.5446795076281863,0.5224115270182396,0.473007901780223,0.2239233110302048,0.5087694314585415,0.9402990581361592,0.0807736345407406,0.1961620041056107,0.74349290398204,0.26938019985461303,0.22499663436416562,0.34068302641815884,0.30416618805967377,0.6439393339682412,0.26625255809859893,0.341708813547405,0.5122446718991036,0.8538859988600006,0.42031893103004003,0.3238588657514777,0.4371609596184638,0.17228373035875155,0.05966794596294478,0.5393048925072416,0.2581711040063742,0.24468710824940765,0.23418081417416847,0.8521071972556611,0.9622431467242724,0.547551039869299,0.45875533403798174,0.16780072123487277,0.12615331227078452,0.29527109070725766,0.3014023378112711,0.8339271648794744,0.17453096948655233,0.8663959051618673,0.650795357870641,0.1388471517314458,0.06699914088419734,0.6725870175806485,0.12262395757165434,0.7603217881837804,0.5001415105158546,0.7573646044031451,0.9680093876130699,0.943833174860392,0.05841676751988445,0.4407978006874307,0.8280345761382353,0.7035880279678305,0.16223140043042938,8,2023-01-01,Attack
0.5831138680819425,0.5224100237704408,0.3750010178446658,0.5226121884363552,0.8951114579538376,0.16250992781149298,0.05366825520777252,0.874364209373986,0.19302526193858827,0.20839468353456492,0.37263971042473987,0.11267466498939238,0.5566002745871615,0.9270542789320793,0.3304481851737624,0.6861722237988614,0.4380607276982208,0.005435815752707129,0.4598098255562708,0.5194373658183148,0.7771492361403012,0.12331441038076751,0.34737973399101074,0.23279303621166225,0.5396022630816523,0.9020529749611937,0.7893222421729214,0.7658591263973361,0.8459774347618503,0.2405971594571492,0.43854357684412604,0.03986172217429662,0.8430396617215475,0.0548605282380884,0.7376685311676938,0.5086534999450989,0.14422737089527415,0.7741383472724296,0.5043197065973415,0.09906785504763216,0.3387797458463758,0.8004593132865757,0.7709554369201327,0.09463562292393324,0.3088088079807052,0.9885169872888767,0.4860435444453046,0.8809020643728732,0.4891827915725151,0.18740275403128526,0.4706715812929849,0.9281990765478556,0.36070820055417874,0.8234176354148652,0.27927372995568256,0.8384283623240113,0.18775571047887896,0.28585554042008177,0.28371510901239483,0.21228968900829348,0.2605613107146907,0.7288284444871761,0.8940135837567609,0.17028885278433414,0.9593932506222292,0.4951446745874263,0.5140431766697939,0.6186699321739689,0.24127802484426553,0.8923597562722559,0.17969215854509213,0.040058272857306676,0.6965249996344157,0.8666600045960647,0.8890885640345394,9,2023-01-01,Attack
